Protein	UniquePeptides	TotalPSMs	Cp1	Cp2	Lf1	Lf2	Mt1	Mt2	Cp1_noPF	Cp2_noPF	Lf1_noPF	Lf2_noPF	Mt1_noPF	Mt2_noPF
Chr08-long_reads1.PB.4277.1	10	32	2805411873.13	2337809061	1740299875.5	2055630088.86	924336829	1179999746.63	2805411873.13	1424325673.7	1456891570.2	1661949836.6	911407232	1067498683
Chr08-long_reads1.PB.4317.1	6	9	28759550.77	0	414212952.37	361259751.48	64151670	114505753.42	0	0	314229960.23	249725616.58	0	54378196.92
Chr08-long_reads1.PB.4343.1	12	16	0	29039492.06	1075213186.18	2362293346.87	15238059	31867316.76	0	0	981215792.88	1416382118.16	0	0
Chr08-long_reads1.PB.4347.4	16	27	346691029.07	204723597.16	1532567219.37	6227888369.1	20743594.5	19703787.07	0	0	984326887.88	6227888369.1	0	0
Chr08-long_reads1.PB.4419.3	1	1	0	0	0	0	14763926	63852647.57	0	0	0	0	14763926	0
Chr08-long_reads1.PB.4457.1	2	2	0	0	64352986.28	94683398.01	0	0	0	0	37186732.43	51482227.22	0	0
Chr08-long_reads1.PB.4491.1	30	78	1063568780.79	1049905184.8	1850814194.92	3287602093.88	7735570622	7379139942.53	677531889.3	440110171.72	934972519.99	1888160402.18	6798500892	6530559707.73
Chr08-long_reads1.PB.4495.1	4	4	77964369.594	64765323.44	187482238.22	34706905.53	0	74816781.08	0	49621084.58	161010611.89	34706905.53	0	0
Chr08-long_reads1.PB.4499.1	5	6	56560427.46	8723439.897	282510979.78	1022248530.5	15550191	0	0	0	72376396.17	1022248530.5	0	0
Chr08-long_reads1.PB.4505.6	5	6	9006532.947	16897426.71	243394239.267	383286099.82	49174972	41770760.638	0	0	100390609.33	383286099.82	0	0
Chr08-long_reads1.PB.4553.2	12	21	2640923049.45	1032216142.66	1269537791.7	3393852804.7	131233113	9896736323.92	2308761609.38	1011177982.19	110753831.77	211160271.3	0	0
Chr08-long_reads1.PB.4556.5	2	3	0	4265649.057	0	216814886.8	0	0	0	0	0	216814886.8	0	0
Chr08-long_reads1.PB.4574.3	9	13	467214493.13	467466885.7	215869086.23	196940862.56	40343716	0	389011441.63	315493552.19	56177958.52	0	0	0
Chr09-anno1.g39611.t1	1	1	0	0	84264108.57	154570818.3	0	0	0	0	0	154570818.3	0	0
Chr09-anno1.g39730.t1	8	69	63784514989.53	53413845378.694	41278067975.18	38733062794.7	1581257523	3278539628.3	63776274485.55	53396672251.824	41262379168.5	38733062794.7	1542769664	3278539628.3
Chr09-anno1.g39769.t1	5	10	33361984.84	96639958.37	12994300.95	27525964.06	2333427112	2150848343.4	0	0	0	0	2333427112	1841937715.4
Chr09-anno1.g39771.t1	3	4	12519765.42	2529571.364	0	24652174.68	722618800	790900114.72	0	0	0	0	0	790900114.72
Chr09-anno1.g39780.t1	16	29	0	55832384.14	659737098.44	1296862465.67	1229307978	994318312.481	0	0	366878798.7	849927121.55	998145576	473065183.6
Chr09-anno1.g39788.t1	5	10	10955950.35	0	377259651.67	513614796.2	73930311	0	0	0	377259651.67	464204912.08	0	0
Chr09-anno1.g39795.t1	3	7	487620791	612442058.7	1020485579.4	1993613107	300041316	180480208.09	0	612442058.7	707111804.6	1993613107	198389616	74773391.27
Chr09-anno1.g39799.t1	8	15	0	135664130.3	144486686.8	164583387.76	1265116004	935505110.24	0	0	0	0	985374436	826459915.41
Chr09-anno1.g39848.t1	1	1	0	0	75400959.21	92492219.18	0	0	0	0	75400959.21	0	0	0
Chr09-anno1.g39849.t1	10	43	6613661636.23	6743649885.78	15446114458.46	31399161303.7	32134458.5	101330923.126	6470114880.73	6743649885.78	15446114458.46	31233679582.5	0	0
Chr09-anno1.g39850.t1	9	18	500025326.25	789483189.6	5722248848.32	6621222666.1	1036993232.75	983641474.032	0	315949844.7	3622105257.3	4142646975.8	0	0
Chr09-anno1.g39856.t1	10	34	2957534012.2	3085869916.86	20174048517.8	22527770330	322766518	114062228	2841864378.7	1485072760.46	16484090247	18962503820	66170888	0
Chr09-anno1.g39857.t1	3	5	10525456.21	23762267.71	885611137.3	396620649.79	0	0	0	0	885611137.3	178583268.8	0	0
Chr09-anno1.g39858.t1	9	35	13664553893.4	10143167232.7	13420525182.7	3013550473.2	151109962	287784523.08	13183621090	9425370657.8	11961851662.7	2093860569.8	0	23023212.23
Chr09-anno1.g39979.t1	13	21	137555961.398	0	2083906403.624	2516283027.62	218504980	440222417.31	0	0	1594964834.85	1792506830.32	22445684	156452950.83
Chr09-anno1.g39999.t1	10	21	1510508961.56	2416404291.04	1572700718	1464131202.33	197359819	206729624.45	1303262766.06	2256366641.54	793529294.2	161933660.2	0	0
Chr09-anno1.g40020.t1	2	3	0	0	597085845.1	1235716754.5	0	55903959.12	0	0	597085845.1	575711549.1	0	0
Chr09-anno1.g40089.t1	2	3	1525966963	554570589.417	14476613.5	70186343.83	837750512	650269599.5	0	0	0	0	837750512	0
Chr09-anno1.g40131.t1	2	3	0	0	121634065.37	385684023.7	34269988	0	0	0	38718733.35	385684023.7	0	0
Chr09-anno1.g40159.t1	3	3	0	0	255021484.07	51828941.04	0	0	0	0	255021484.07	0	0	0
Chr09-anno1.g40169.t1	9	19	80192134.65	283997963.6	3064649261.27	3698430358.24	684603177	508358889.211	0	0	2826695796.47	2878831684.2	85853920	414051477.92
Chr09-anno1.g40423.t1	3	3	7503862.123	77053478.22	110922973.09	208724395.72	353057608	348868290.09	0	0	0	0	45543528	230329283.39
Chr09-anno1.g40441.t1	4	5	0	0	879901157.1	1137303975.2	102942944	67923301.204	0	0	359249827.2	535255689.4	29531368	0
Chr09-anno1.g40445.t1	1	1	0	0	8368537.15	73168754.88	0	0	0	0	0	73168754.88	0	0
Chr09-anno1.g40494.t1	18	25	165115582.53	179932928.764	4185444688.1	2616303207.998	666754456	388906519.13	0	0	3450123073.7	634515216.5	210120882	89640360.3
Chr09-anno1.g40657.t1	3	4	132260710.56	66005640.35	581290358.73	0	0	177262657.5	0	0	581290358.73	0	0	0
Chr09-anno1.g40698.t1	1	1	0	0	56623864.55	141580967.7	0	0	0	0	0	141580967.7	0	0
Chr09-anno1.g40702.t1	1	1	0	0	34781800.81	85940041.18	0	0	0	0	0	85940041.18	0	0
Chr09-anno1.g40716.t1	19	37	1524675747.87	1957341375.52	1556767044.45	1326238106.49	513827885	578552298.55	1128085345.17	1562426202.6	1028081158.02	509062340.05	10412243	0
Chr09-anno1.g40754.t1	10	36	107369387.69	21713088.822	488207923.709	816220254.9	6828406066	5047766455.05	0	0	421139846.879	816220254.9	6828406066	4533076301.05
Chr09-anno1.g40803.t1	11	31	112998178.36	115749300.42	13809403856.28	14027187800.41	2643346584	601912692.705	52196383.31	54112023.62	13382484258.38	13994263488.3	719747716	0
Chr09-anno1.g40832.t1	2	2	110192228.1	72973787.37	209237195	346389609.2	0	0	0	0	209237195	0	0	0
Chr09-anno1.g40867.t1	6	10	0	32581122.41	664422452.76	1013510213.24	3559614464	6680177857.83	0	0	572449562.51	972776649.9	0	0
Chr09-anno1.g40894.t1	1	2	0	0	0	51753317.65	46399912	49195698.84	0	0	0	0	46399912	49195698.84
Chr09-anno1.g40923.t1	1	3	0	0	41335121.56	166048608.7	41861320	32327228.91	0	0	0	166048608.7	0	0
Chr09-anno1.g40935.t1	2	3	13179644.39	0	72396351.86	344618734.47	0	0	0	0	72396351.86	344618734.47	0	0
Chr09-anno1.g40992.t1	1	1	0	0	21781246.77	38758599.84	97823216	65170592.37	0	0	21781246.77	0	0	0
Chr09-anno1.g41247.t1	1	3	58152329.53	69045930.05	259675135.9	202019505	0	0	58152329.53	69045930.05	0	202019505	0	0
Chr09-anno1.g41440.t1	1	1	22427483.23	29196998.93	0	25652380.21	16358402	0	22427483.23	0	0	0	0	0
Chr09-anno1.g41452.t1	4	20	9136170542.7	8216342202.2	14768638932	18845183349	1388084808	2895249272.13	8756552928.6	8216342202.2	10200804568	11745674657	190576380	2862848224.4
Chr09-anno1.g41489.t1	1	1	0	0	194179502	239772121.8	35957224	38433517.94	0	0	194179502	0	0	0
Chr09-anno1.g41501.t1	1	1	0	0	144538679.8	157319833.6	0	0	0	0	0	157319833.6	0	0
Chr09-anno1.g41561.t1	1	1	0	0	0	0	103497904	186429520.6	0	0	0	0	0	186429520.6
Chr09-anno1.g41575.t1	1	2	0	20358584.03	29084300.03	100469630.6	0	0	0	0	0	100469630.6	0	0
Chr09-anno1.g41896.t1	11	33	4199296093.26	2218070055.18	1822055665.07	3328373351.7	232406371	160353226.41	3120922332	1467289277.37	1489154021.89	2900244675.4	105903424	30944469.75
Chr09-anno1.g41920.t1	2	3	34172572.46	21379331.63	64683477.59	729706922.7	0	0	34172572.46	0	45330207.26	479422903.9	0	0
Chr09-anno1.g41930.t1	6	12	325700227.98	362585112.05	477526365	829413754.93	6966972	67241367.78	239213266.15	206760691.02	357712312.8	626764785.78	0	0
Chr09-anno1.g41954.t1	3	4	0	0	1134023.684	15166179.22	161841264	185428740.912	0	0	0	0	91195448	178565006.69
Chr09-anno1.g41986.t1	1	1	60049121.32	22996774.43	0	0	59226316	115136122.1	0	0	0	0	59226316	0
Chr09-anno1.g42113.t1	2	3	0	0	68028991.246	76535805.6	0	0	0	0	68028991.246	76535805.6	0	0
Chr09-anno1.g42404.t1	1	1	0	0	50889580.9	0	17145426	90456534.99	0	0	50889580.9	0	0	0
Chr09-anno1.g42540.t1	2	2	6808111.992	14453653.36	35743965.01	117354775.616	11295825	8888983.108	0	0	35743965.01	110009129.9	0	0
Chr09-anno1.g42580.t1	4	9	19647927.69	83718247	0	44892722.1	1035941984	1155019390.46	0	0	0	0	1035941984	1155019390.46
Chr09-anno1.g42671.t1	4	4	0	0	517718341.19	23600519.07	309001113	0	0	0	517718341.19	0	0	0
Chr09-anno1.g42887.t1	1	4	0	86126956.03	279048651.8	49291220.68	232702304	13811103.29	0	86126956.03	279048651.8	0	232702304	0
Chr09-anno1.g43234.t1	17	44	1390152052.59	1583596881.26	2253807008.28	2549914511.87	1421133150	1422067128.421	643498188.63	956499422.36	1620405021.39	1910940227.5	532862088	629035475.718
Chr09-anno1.g43265.t1	1	1	15312039.19	0	0	73032977.08	0	26575070.31	0	0	0	73032977.08	0	0
Chr09-anno1.g43304.t1	2	2	145602393.4	0	19682922.01	142212924.33	47599864	138270707.394	0	0	0	142212924.33	0	0
Chr09-anno1.g43321.t1	2	2	21115515.84	93829467.56	145732209.04	0	0	248121076.4	0	93829467.56	0	0	0	0
Chr09-anno1.g43559.t1	1	4	3052375498	2397818503	743052903.7	0	123609530	328024375.5	3052375498	2397818503	743052903.7	0	0	0
Chr09-anno1.g43668.t1	1	1	0	0	26817788.56	78206742.13	47466720	95884508.89	0	0	0	78206742.13	0	0
Chr09-anno1.g43706.t1	8	12	15941601.17	5762769.165	1041921717.72	71428638.69	382245084.5	417201318.7	0	0	870934306.72	0	145441028	341649137.21
Chr09-anno1.g43836.t1	7	12	44708428.59	34555998.93	2200237119.12	949104292.86	88377907	16806914.23	0	0	2134786632.89	696584310.76	0	0
Chr09-anno1.g43891.t1	3	3	52911258.38	72802812.53	57834810.11	136889245.555	172937552	316481323.6	0	72802812.53	57834810.11	128539452.4	0	0
Chr09-anno1.g43943.t1	2	2	25850008.62	0	38679326.06	106162968.84	48674012	12002419.25	0	0	0	106162968.84	0	0
Chr09-anno1.g43971.t1	19	74	10509835570.2	17427587233.16	16404787046.23	7218932190.89	1687409707	1892061837.44	8303827433.9	15005251890.92	16384774793.89	5237410870.7	1123966246	809200966.78
Chr09-anno1.g43981.t1	2	2	0	0	82026828.07	105771094.35	19675964	39483270.59	0	0	39693755.02	88315050.14	0	0
Chr09-anno1.g44044.t1	6	15	644970641.37	604348299.13	447591418.24	420925733.04	14306440	0	459924309.77	175013115.23	252204940.35	326731271.82	0	0
Chr09-anno1.g44084.t1	1	1	13223309.76	0	56746560.22	0	0	0	0	0	56746560.22	0	0	0
Chr09-anno1.g44239.t1	7	12	657502335.116	826846435.31	239921204.84	262313276.63	43466236	28825946.97	453256310.18	487284477.01	196034177.72	0	0	0
Chr09-anno1.g44301.t1	2	2	3920052137	2299195275	181319893.38	64373285.37	87810574	0	0	0	181319893.38	0	0	0
Chr09-anno1.g44302.t1	2	5	27829362.74	73171300.27	21603036.53	0	0	0	27829362.74	73171300.27	21603036.53	0	0	0
Chr09-anno1.g44313.t1	16	28	491150919.327	251777535.041	4033193168.7	4264697266.6	614852319.5	449119748.19	63717413.51	38439710.94	3308392809.1	2083989646	320896826	97755106.72
Chr09-anno1.g44327.t1	6	12	0	0	2057833244.4	10416730672.3	47104136	0	0	0	1819399809.7	10416730672.3	0	0
Chr09-anno1.g44446.t1	4	5	5979858.336	0	183084406.1	327716921.55	64283112	85204621.82	0	0	60155927.2	327716921.55	0	0
Chr09-anno1.g44451.t1	1	2	0	0	96056979.47	139427314.1	0	0	0	0	96056979.47	139427314.1	0	0
Chr09-anno1.g44452.t1	2	5	0	0	432817635.4	356283332.9	73577256	188596940.88	0	0	432817635.4	356283332.9	0	82063389.48
Chr09-anno1.g44495.t1	6	23	18472457.94	116142310.13	5323585400.2	5634953207.5	550664850	520898502.33	0	0	5323585400.2	5634953207.5	281168040	157906257.8
Chr09-anno1.g44500.t1	9	12	189509536.9	157216080.777	926964286.35	1254290955.57	279528293	295605006.41	0	0	452187855.75	1238016919.72	0	0
Chr09-anno1.g44553.t1	15	15	118062173.0911	71946742.86	322479368.5242	3647101233.4	124354886	667954389.81	0	0	0	3647101233.4	0	0
Chr09-anno1.g44556.t1	12	28	734642797.6	774111257.81	1081754200.44	4517458366.2	618517149	798445656.2	372628487.43	513603297.16	750173085.78	3105028328.8	57096308	30449106.18
Chr09-anno1.g44624.t1	5	15	3352473186.72	4041499296.7	1282421864.5	487482886.4	1887482450	1091535634.726	2059105173.72	4041499296.7	899062658.7	129194025.3	0	0
Chr09-anno1.g44628.t1	1	1	0	0	0	0	74825856	72314914.72	0	0	0	0	74825856	0
Chr09-anno1.g44675.t1	2	3	146101772.48	132166109.66	103804487.91	106851758.9	0	0	112456805.2	0	81265531.4	106851758.9	0	0
Chr09-anno1.g44707.t1	2	2	0	27883485.26	136191996.57	67059546.09	38695656	78004075.03	0	0	90659891.53	67059546.09	0	0
Chr09-anno1.g44725.t1	29	95	5794094772.636	3089247939.388	3293582734.86	2733499610.88	65318207515.5	65769346143.94	30334687.41	41434196.95	607584516.7	1010884183	62871886536	65438713475.04
Chr09-anno1.g44735.t1	11	31	98509579.211	63011654.166	6157003134.81	8000394763.12	928910250.5	565429029.932	22979563.86	29421285.17	6136818826.87	7666184254.42	836575483	505210220.3
Chr09-anno1.g44760.t1	5	12	76321053.699	43595247.34	90669725687	717321335.65	388311725.5	642130737.31	0	0	90669725687	0	0	0
Chr09-anno1.g44761.t1	11	23	31548744.297	76410605.375	40300394045.81	333718591.26	106631312	17415434.64	0	0	40300394045.81	49212069.61	36947560	0
Chr09-anno1.g44773.t1	31	50	465333675.14	456087106.89	7433189998.79	10348497511.17	377832405	530916814.979	0	0	5224317982.64	9173449855.47	19401774	0
Chr09-anno1.g44818.t1	6	10	0	0	539616308.55	1137560128	0	85257045.84	0	0	539616308.55	635627420.7	0	0
Chr09-anno1.g44828.t1	3	3	0	0	163102348	1080426949.1	0	0	0	0	0	1080426949.1	0	0
Chr09-anno1.g44835.t1	1	1	0	0	84207114.82	101884067	0	0	0	0	84207114.82	0	0	0
Chr09-anno1.g44863.t1	1	2	36812070.05	203700596.3	201252751.4	0	10363942	0	36812070.05	203700596.3	0	0	0	0
Chr09-anno1.g44899.t1	6	7	244815016.631	408856862.98	82236013.88	72606654.18	78024240	39894117.96	57484210.61	395867459.85	0	0	0	0
Chr09-anno1.g44911.t1	15	45	6339532404.5	11476200014	2705060135.5311	1599289036.12	356089977	377766427.51	6339532404.5	11476200014	1622000642.5	724389781.7	92651992	0
Chr09-anno1.g44968.t1	3	5	7931524.722	14719613.576	1144204633.9227	1838997505	71874250	14744603.57	0	0	1143990167.8	1402140536	0	14744603.57
Chr09-anno1.g45083.t1	9	16	145261444.438	18340880.836	293470332.761	74580789151.83	9729811584	9525084875.66	0	0	0	0	2018581632	9425623935.25
Chr09-anno1.g45089.t1	5	8	48598871.062	46554149.7	408716243.47	1366669792.2	0	81707159.79	0	0	408716243.47	1291430038.1	0	0
Chr09-anno1.g45096.t1	5	16	35179867.05	87605953.393	6435246051.2	8857585287.6	762625996	467749902.83	21858095.34	0	6435246051.2	8857585287.6	365049736	386670050.07
Chr09-anno1.g45105.t1	1	2	13155260.46	34639316.29	28899383.81	0	0	0	13155260.46	34639316.29	0	0	0	0
Chr09-anno2.g37208.t1	4	7	0	13234294.91	88030496.21	58542350.16	579781220	466791955.26	0	0	0	0	579781220	440093978.77
Chr09-anno2.g37217.t1	1	2	0	0	0	0	48799084	24525407.54	0	0	0	0	48799084	24525407.54
Chr09-anno2.g37265.t1	8	29	269892203.371	356735888.57	5755563447.2	4546415605.48	540565118	581445896.26	34992901.93	0	5755563447.2	4464691257.9	283072390	313565175.7
Chr09-anno2.g37328.t1	2	3	0	2046489061	85394040.46	23716537.11	37401984	819039003.78	0	0	85394040.46	23716537.11	0	60349199.68
Chr09-anno2.g37485.t1	1	1	0	0	0	40371959.17	0	0	0	0	0	40371959.17	0	0
Chr09-anno2.g38020.t1	1	1	3087117.319	9425538.494	66771978.88	129054583.4	170102768	151564583	0	0	0	129054583.4	0	0
Chr09-anno2.g38302.t1	3	5	0	0	603462932.7	1258488442.2	0	0	0	0	406039468.4	1258488442.2	0	0
Chr09-anno2.g38428.t1	2	2	38639347.24	0	26591977.99	7285724.612	207488632	172975831.01	0	0	0	0	207488632	0
Chr09-anno2.g39089.t1	4	6	26715271.08	32508187.69	660769962.9	1131022738.3	40859296	34307108.766	0	0	365802130.3	849765459.6	0	0
Chr09-anno2.g39489.t1	1	1	22444012.54	17758287.93	624406804.4	977931106.7	79726416	0	22444012.54	0	0	0	0	0
Chr09-anno2.g40155.t1	1	1	60449379.46	68378052.25	0	31575082.6	0	0	0	0	0	31575082.6	0	0
Chr09-anno2.g40651.t1	3	4	51119199.78	109432640.5	234588010.4	603563441.43	23808236	0	0	0	160681818.71	507294902.7	0	0
Chr09-anno2.g40858.t1	27	307	6895972295.2594	5510657598.326	511433767255.264	61079967816.59	38164952541	35793282438.2	5233614761.5	5044930591.97	467692024642.56	60897946446.6	33594394845	30229691851.4
Chr09-anno2.g40880.t1	1	1	0	0	0	0	60766540	78511098.42	0	0	0	0	60766540	0
Chr09-anno2.g40949.t1	1	2	1834569644	479985924	965121248.4	1667953074	0	5230182.861	0	0	0	1667953074	0	0
Chr09-anno2.g41454.t1	4	5	38878423.6	17291660.62	155567736.75	306915485.2	14197559	122566153.02	0	0	76515478.53	306915485.2	0	0
Chr09-anno2.g41484.t1	1	1	0	54688198.39	130752996.6	0	71010464	10044630.35	0	0	0	0	71010464	0
Chr09-anno2.g41982.t1	9	13	181904361.41	73522958.789	807869864.52	3633895815.011	195072190	132046829.64	0	0	389347516.46	3633895815.011	0	0
Chr09-anno2.g42376.t1	1	2	47312517.23	17406282.72	147763411	353908846.6	0	14374040.23	0	0	147763411	353908846.6	0	0
Chr09-anno2.g42487.t1	5	6	0	0	164967950.64	808597963.85	0	33742769.76	0	0	54092573.14	808597963.85	0	0
Chr09-anno2.g42615.t1	6	21	6495260284	5615880792.2	1412666378.63	716075062.27	22720748	41391881.323	6495260284	5218330780	929482124.9	685938539.85	0	0
Chr09-anno2.g42712.t1	3	3	139293448.58	101653854.5	59046146.34	77404586.57	0	0	139293448.58	0	0	34691565.77	0	0
Chr09-anno2.g42839.t1	1	1	8388380.857	0	30996388.48	58171595.83	15077231	0	0	0	0	58171595.83	0	0
Chr09-anno2.g43179.t1	2	4	0	0	14261715970.2	19543227520.6	333677440	529144909	0	0	0	439888164.6	333677440	529144909
Chr09-anno2.g43180.t1	1	1	0	0	151291869.4	58739781.33	0	14573116.89	0	0	151291869.4	0	0	0
Chr09-anno2.g43205.t1	1	1	0	0	0	29071270.8	0	0	0	0	0	29071270.8	0	0
Chr09-anno2.g43317.t1	7	14	9018565.659	0	3328881031.8	6064485986.3	381121400	275532825.56	0	0	2755753709.8	2815113982.8	147542188	115147088.34
Chr09-anno2.g43356.t1	12	35	57430067.98	344934748.6	1771052143.7	1493861735.27	32075451656	37673979938.1	29884321.49	306606862.3	1474710503.19	1273274187.2	32075451656	37276317004.12
Chr09-anno2.g43371.t1	1	2	134250791.3	285920255.6	0	0	0	0	134250791.3	285920255.6	0	0	0	0
Chr09-anno2.g43563.t1	6	24	738110900.24	359929817.5	14166320588	820151448.05	5916441008	2485861408.4	722357384.9	359929817.5	10349530175	607887397.75	5916441008	2271105376.8
Chr09-anno2.g43605.t1	3	5	0	0	216027926.78	213381078.62	0	12213878.04	0	0	216027926.78	157491947.82	0	0
Chr09-long_reads1.PB.4666.2	5	7	0	0	181743266.51	295424728.33	102643350	59894819.362	0	0	110366869.7	250936346.07	0	5873260.502
Chr09-long_reads1.PB.4678.1	1	1	0	0	16321065.58	0	0	0	0	0	16321065.58	0	0	0
Chr09-long_reads1.PB.4693.1	1	1	0	0	75353253.33	70045428.84	0	16302260.97	0	0	75353253.33	0	0	0
Chr09-long_reads1.PB.4703.2	14	28	721762542.25	1339678074.23	717165285.35	364041822.51	209889777	366602274.41	608740863.17	975737214.06	533356409.57	130808938.12	0	0
Chr09-long_reads1.PB.4709.1	1	1	427045349.5	30732310.31	0	0	0	0	427045349.5	0	0	0	0	0
Chr09-long_reads1.PB.4724.1	1	1	12922624.68	12901478.82	59934335.23	303924993.7	11407531	18202952.28	0	0	0	303924993.7	0	0
Chr09-long_reads1.PB.4753.1	9	24	66251604.9083	35812316.33	182609152.492	415122519.7314	4320430306	4756728596.16	0	0	0	119402516.9	4320430306	4756728596.16
Chr09-long_reads1.PB.4773.1	6	8	543922017.73	422857435.45	254576649.22	408521202.47	103268520	155106983.1	198438191.75	406747721	0	0	0	0
Chr09-long_reads1.PB.4775.9	1	2	27227955.95	52854137.73	33294172.47	724863235.2	266645360	362262556	0	0	33294172.47	724863235.2	0	0
Chr09-long_reads1.PB.4794.1	10	14	290113728.2	463527243.7	778297192.06	1629743320.03	51827072	69400027.351	0	0	433075175.36	1330920727.93	0	0
Chr09-long_reads1.PB.4798.5	1	1	37262296.85	47279832.05	17050256.4	0	0	0	37262296.85	0	0	0	0	0
Chr09-long_reads1.PB.4820.1	27	66	244022333.06	154215655.561	12117276780.98	20055586080.21	1971663964	1962205356.985	41697440.8	0	10477824941.28	18477965601.19	231227484	275177954.38
Chr09-long_reads1.PB.4834.1	4	7	624639276.28	214094097.94	443964904.72	449963628.01	38866220	117626945.36	564621580.77	0	0	222872471.11	0	0
Chr09-long_reads1.PB.4842.2	5	6	27958296.81	30645282.14	330886446.19	741169982.19	0	16484948.327	0	0	29775698.22	741169982.19	0	0
Chr09-long_reads1.PB.4949.1	8	14	0	0	1131975329.95	6104843098.81	38085012	38735507.54	0	0	349768479.9	6104843098.81	0	0
Chr09-long_reads1.PB.4953.3	1	2	52727514.01	38911343.07	244392164.8	2279131321	1430010496	1622522863	52727514.01	0	0	2279131321	0	0
Chr09-long_reads1.PB.5009.1	12	42	1213996708.2	1623501192.62	2184981605.1	1843498640.5	2496550356	2308697783.4	554932427.79	1149198973.5	1993672319.8	1157843696.7	1871980148	1937829906.9
Chr09-long_reads1.PB.5033.1	14	29	21994781.53	80947825.34	389943691.99	730847876.71	10405480120	9182808058.13	0	0	0	220829423.49	10405480120	6793683839.7
Chr09-long_reads1.PB.5036.1	9	17	16613586.077	34550781.314	1824014300.03	3737551134.06	211159666.5	298317213.76	0	0	1441782354.4	3737551134.06	0	62983566.64
Chr09-long_reads1.PB.5059.1	1	1	53484958.9	29231532.47	0	60459413.4	0	0	0	0	0	60459413.4	0	0
Chr09-long_reads1.PB.5067.1	1	3	65392465.49	39437487.83	44902946.3	44899076.81	9760696	11228595.01	65392465.49	39437487.83	44902946.3	0	0	0
Chr10-anno1.g27635.t1	3	4	32892515.7241	0	103920902.5451	48538245.96	96824196	94231255.17	0	0	103402503.9	0	72433972	33325844.19
Chr10-anno1.g27717.t1	2	3	0	0	102251318.3	430404347.3	0	9663854.92	0	0	102251318.3	430404347.3	0	0
Chr10-anno1.g27729.t1	3	5	0	128244589.4	212942623.93	1296438488.78	659780645	786379064.423	0	0	146792658.3	1296438488.78	0	0
Chr10-anno1.g27741.t1	1	2	0	0	9341437.697	52364495.82	0	0	0	0	0	52364495.82	0	0
Chr10-anno1.g27802.t1	2	2	0	0	148655509.73	416979676.9	0	0	0	0	48295432.53	257327901.7	0	0
Chr10-anno1.g27811.t1	5	6	3614894.562	0	494445362.49	279019552.17	145681776	22879297.05	0	0	326771408.93	49907780.11	36820564	0
Chr10-anno1.g27913.t1	2	2	0	0	44322766.27	66058539.4	8376397.5	64671549.44	0	0	44322766.27	66058539.4	0	0
Chr10-anno1.g27990.t1	38	89	2838066851.33	2457654738.59	5181610464.79	10348721853.23	363978533	422170520.385	1490371679.49	1597670480.31	3710922031.65	8271198778.72	0	0
Chr10-anno1.g28348.t1	2	4	31186113.21	74725817.98	0	0	0	0	31186113.21	74725817.98	0	0	0	0
Chr10-anno1.g28404.t1	7	22	14698623.49	24331496.657	275330122.03	615185170.59	3518381944	5084583850.65	0	0	181037126.8	353628056.1	3518381944	4991985578.93
Chr10-anno1.g28413.t1	5	6	71093351.52	11064539.41	258135012.8	749162107.34	0	0	0	0	72701125.09	749162107.34	0	0
Chr10-anno1.g28416.t1	7	10	26594268.51	0	581671293.75	1320070730.32	11231003	10789307.1	0	0	471659203.08	1294519698.17	0	0
Chr10-anno1.g28419.t1	2	2	0	0	13603347.27	310311455.2	4336032	2254666.299	0	0	0	310311455.2	0	0
Chr10-anno1.g28461.t1	5	6	0	0	349774210.76	1158911420.59	18513162	0	0	0	40316130.59	986528394.09	0	0
Chr10-anno1.g28462.t1	3	4	22008918.39	0	202985106.3	751876339.65	3933412.75	0	0	0	123697516.5	751876339.65	0	0
Chr10-anno1.g28541.t1	2	3	0	85878934.918	58228838.89	191435687.58	161127816	0	0	0	58228838.89	191435687.58	0	0
Chr10-anno1.g28562.t1	6	9	287015594.48	77956388.33	1215623181.34	2975018269.9	218085381	193871227.67	0	0	1120359820.2	1690261065.9	59477556	0
Chr10-anno1.g28575.t1	2	2	3689972729	2230778736.63	52416711.04	51453503.23	0	0	0	2230778736.63	0	0	0	0
Chr10-anno1.g28582.t1	1	1	0	0	0	0	40056940	44132047.96	0	0	0	0	40056940	0
Chr10-anno1.g28621.t1	2	3	0	0	9528744.407	78274529.09	0	0	0	0	9528744.407	78274529.09	0	0
Chr10-anno1.g28623.t1	1	4	0	0	0	47284443.41	1167634912	1336831017	0	0	0	47284443.41	1167634912	1336831017
Chr10-anno1.g28670.t1	5	6	49077911.114	56563680.54	77624704.89	338847795.73	884029208	996558739.6	0	0	0	0	884029208	364089055.1
Chr10-anno1.g28684.t1	10	19	3433968.685	41149727.3636	84670939.69	58420260.084	2642098236	1652438315.43	0	0	0	0	2376205020	1528188413.03
Chr10-anno1.g28739.t1	1	1	3104780.383	17112864.38	0	0	309742336	357576796.4	0	0	0	0	309742336	0
Chr10-anno1.g28745.t1	2	2	0	0	240574685.92	297495872.5	56218638	55898587.85	0	0	217433445	52946545.1	0	0
Chr10-anno1.g28757.t1	10	28	181242159.808	93818641.16	6615711032.8	8293193356.91	1238168117	969199771.39	33448720.68	60237228.44	5828449463.7	6871500397.9	530717424	558738633.84
Chr10-anno1.g28789.t1	23	32	208374985.95	235237828.3877	4407290397.91	6565295031.82	226742092	155635105.7706	0	0	3837472532.11	3114575004.3	0	0
