Checked,Protein_FDR_Confidence,Master,Accession,Description,q-value,Sum_PEP_Score,Coverage_percent,Peptides,PSMs,UniquePeptides,Aas,MW,calc_pI,Score_Sequest_HT,Num_Peptides,RazorPeptides,Abundance_cp1,Abundance_cp2,Abundance_mt1,Abundance_mt2,Abundance_lf1,Abundance_lf2,Found_cp1,Found_cp2,Found_mt1,Found_mt2,Found_lf1,Found_lf2,ProteinGroups,Modifications
FALSE,High,Master Protein,Sconica_v3_34707-RA,Sconica_v3_34707-RA,0,271.416,95,20,90,20,156,18.2,9.06,285.15,20,0,16246317.31,23231652.86,1740366335,4614271255,177034916.9,451851703.8,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_34936-RA,Sconica_v3_34936-RA,0,270.612,66,16,60,6,332,35.4,6.54,242.22,16,13,32179760.19,20893471.34,149504078.1,352619907.9,1187496350,1591422211,Not Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr07-anno1.g3889.t1,Chr07-anno1.g3889.t1,0,269.872,55,28,73,22,535,60.2,4.79,217.75,28,6,29239732.77,16974556.31,98038421.78,249585699.2,470225760.1,1388646004,High,High,High,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr04-anno2.g24505.t1,Chr04-anno2.g24505.t1,0,269.735,43,29,89,29,720,79.9,5.29,267.83,29,0,45360978.3,67698921.28,135956689.8,425531251.9,326410886,576222114.4,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_56271-RA,Sconica_v3_56271-RA,0,269.539,58,27,100,6,408,44.7,10.36,296.3,27,25,13678312.03,14038839.27,888101651.1,1556991249,1455826001,1884573301,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_41503-RA,Sconica_v3_41503-RA,0,268.374,44,33,71,33,796,89,6,224.92,33,0,24535519.75,32056400.25,144014842.4,291993510.5,307634422.7,498526845.5,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_42301-RA,Sconica_v3_42301-RA,0,267.754,54,22,103,22,439,47.7,6.6,351.75,22,0,701232326.6,572238185.9,263113392.7,246731368.9,913954032.2,1608026555,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_06204-RA,Sconica_v3_06204-RA,0,267.196,46,20,82,19,577,64.6,8.84,260.33,20,1,73312039.89,103979589.2,84831221.22,75727743.75,1492175539,3192484327,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Chr02-anno2.g8656.t1,Chr02-anno2.g8656.t1,0,266.713,46,21,53,15,493,54.4,9.23,200.72,21,8,21629584.54,34246488.47,326772839.7,624479481.4,48014035.87,125030347.5,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-anno1.g8405.t1,Chr05-anno1.g8405.t1,0,266.079,64,24,82,24,229,26.4,7.44,249.92,24,0,20055696.81,21393643.36,109727906.4,533802315.7,658722057.6,1596540490,High,High,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Sconica_v3_02754-RA,Sconica_v3_02754-RA,0,265.398,41,32,89,30,847,97,5.5,235.16,32,2,146715806.5,167591841.4,42298118.38,124769111.9,168292159.2,386556140.1,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Chr05-anno1.g11511.t1,Chr05-anno1.g11511.t1,0,265.186,65,25,66,13,476,52.3,5.8,220.47,25,13,7114627.906,9258084.906,49507014.47,138290605.6,664155022.8,875621507.7,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_11941-RA,Sconica_v3_11941-RA,0,264.509,67,28,55,22,516,56.2,6.24,184.69,28,6,39400963.84,40942599.54,282277163.2,651221577.1,165389445.8,136833906.2,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Sconica_v3_36423-RA,Sconica_v3_36423-RA,0,263.958,61,29,56,25,551,62.1,4.91,172.88,29,1,5454926.586,7498551.313,89403875.22,164498941.4,192083091.6,606991040.5,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_06877-RA,Sconica_v3_06877-RA,0,263.545,57,22,65,3,445,50,4.86,214.8,22,24,344150846.7,504076315.1,404728221.1,418129796.7,608042567.4,435070030.9,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,FUN_051469-T1,FUN_051469-T1,0,262.774,64,24,64,23,428,46.7,6.15,235.63,24,1,15970348.77,41430292.93,207016487.5,401047652.4,239479312.6,236300698,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-long_reads1.PB.2702.1,Chr05-long_reads1.PB.2702.1,0,261.163,54,20,102,5,401,43.9,7.75,339.87,20,16,33328142.97,24923168.17,993024080.6,1626953036,1567103779,1950083049,Peak Found,Peak Found,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Chr05-anno1.g11895.t1,Chr05-anno1.g11895.t1,0,260.854,90,16,54,12,99,10.6,6.29,219.69,16,4,6681852.656,5863569.922,833673217.9,1455541762,112143330.4,155006413.1,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_58184-RA,Sconica_v3_58184-RA,0,260.702,40,30,50,30,718,81.5,5.53,156.98,30,0,13409015.84,19274774.12,154706464.7,455855383.1,17467776.3,44028656.5,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_30718-RA,Sconica_v3_30718-RA,0,260.438,71,16,55,16,224,24.4,4.72,234.82,16,0,27157305.77,40438326.98,25456446.72,132737794.3,618690823.9,734542600.4,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_24662-RA,Sconica_v3_24662-RA,0,260.263,41,20,58,20,392,43.1,9.99,196.18,20,0,4016124.41,304892.3438,515981248.6,1207062116,54523353.88,69099025.94,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_28996-RA,Sconica_v3_28996-RA,0,259.285,49,28,59,28,732,79,8.1,198.82,28,0,15752390.3,13265819.63,66023046.69,189277728.8,541902697.5,417334573.8,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_53378-RA,Sconica_v3_53378-RA,0,259.145,51,25,60,15,525,58.4,6.7,202.18,25,0,2583009.938,656101.1563,230917536.4,346323291.6,19047106.14,40955233.75,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_34703-RA,Sconica_v3_34703-RA,0,259.127,49,40,81,37,669,75.2,9.29,220.7,40,4,68699788.89,87131223.82,616775521.6,1436862702,100246618.8,120172196.4,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Chr09-anno1.g43971.t1,Chr09-anno1.g43971.t1,0,258.113,52,15,78,15,305,34,6.84,276.33,15,0,400180987.2,296212644.6,80070473.75,280309661,778778360.8,342397400.7,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_32754-RA,Sconica_v3_32754-RA,0,258.041,67,25,59,13,469,51.6,5.33,199.18,25,0,5051378.719,6082456.531,170334767,258045444.3,331963294.4,328790544,High,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr07-anno1.g2884.t1,Chr07-anno1.g2884.t1,0,257.976,43,27,105,27,662,72.8,7.88,313.04,27,0,358288092.4,305629866.8,105073242.3,376691058.2,826639655.9,988286658.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Chr03-anno1.g52179.t2,Chr03-anno1.g52179.t2,0,257.593,48,11,77,10,210,23,5.2,309.73,11,1,149566573.3,144167691.2,2739891208,4838744615,209113902.3,489849354.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_53706-RA,Sconica_v3_53706-RA,0,257.576,59,15,59,5,372,40,8.57,245.01,15,0,4380714.891,3000515.5,21185809.25,20804846,93871996,71630760,Peak Found,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_16770-RA,Sconica_v3_16770-RA,0,257.474,43,28,52,6,806,89.4,5.22,160.07,28,24,18601965.53,28375364,37167832.88,82942591.44,267929331.1,359533209,Peak Found,Not Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_32998-RA,Sconica_v3_32998-RA,0,257.1,69,17,91,17,276,29.5,6.55,368.16,17,0,777665849.6,745966967.9,116559625.1,278586567.4,1296569597,935000161.9,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-anno1.g11789.t1,Chr05-anno1.g11789.t1,0,256.933,74,19,83,13,295,32.8,8.57,266.06,19,0,36368863.03,56445156.77,154965360.2,196963423.5,1055965820,1387434427,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_42943-RA,Sconica_v3_42943-RA,0,256.284,63,27,57,27,583,63.4,5.83,186.69,27,0,17579856.47,5536040.609,28552820.27,45703389.25,380880715.1,526831516,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-anno1.g9575.t1,Chr05-anno1.g9575.t1,0,255.681,69,13,64,13,283,30.4,9.5,249.33,13,0,8461709.5,5157627,871020677.2,2079133197,22681026.97,227263742,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr08-anno1.g38064.t1,Chr08-anno1.g38064.t1,0,255.613,75,17,77,17,193,21.9,9.57,267.23,17,0,42642810.61,32582420.48,234665723.4,612616122.1,774828538.3,1387260651,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_56779-RA,Sconica_v3_56779-RA,0,255.545,40,27,81,27,602,65.5,9.55,207.18,27,0,167328532.1,107405011.3,259733091.3,159956238,277601528.6,277852753.5,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_16908-RA,Sconica_v3_16908-RA,0,254.867,54,25,93,4,408,44.8,10.37,274.14,25,0,623976.9531,3997700.672,31614202.06,20830743.13,151904753.9,389191229.8,Peak Found,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr05-long_reads1.PB.2361.2,Chr05-long_reads1.PB.2361.2,0,254.503,56,27,103,19,416,46.8,6.57,280.15,27,0,6991244.555,13663496.86,137381636.8,257035274.1,603795838.1,1449700894,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_26013-RA,Sconica_v3_26013-RA,0,254.125,57,23,99,23,383,40.8,7.93,315.23,23,0,556569453.1,553162010.5,119154265.7,557483218.6,697699032.6,1234486929,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Chr01-anno1.g64709.t1,Chr01-anno1.g64709.t1,0,253.923,42,16,52,12,499,56.1,5.54,172.05,16,6,32619342.73,18883954.71,66091155.38,191282902.9,549627723,1014942280,Peak Found,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_19055-RA,Sconica_v3_19055-RA,0,253.456,38,26,102,2,698,75.2,6.6,319.86,26,0,21791606,22730170.63,3151985.875,4851015.5,20574328.38,22830871.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_23878-RA,Sconica_v3_23878-RA,0,253.118,58,27,62,27,496,55.1,4.88,199.42,27,0,36071487.1,31169693.33,93871955.75,138586298.5,464139981,1106092934,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_11101-RA,Sconica_v3_11101-RA,0,251.642,47,18,50,7,451,49.6,4.98,189.29,18,13,10023854.64,15189712.33,122973083.2,196184753.5,891309865.4,435299447.5,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_14748-RA,Sconica_v3_14748-RA,0,249.269,46,26,162,19,357,39.1,9.79,384.36,26,0,93769858.67,107912387.7,280621405.9,291982483.2,23304291.88,113745710.9,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Chr08-anno1.g33690.t1,Chr08-anno1.g33690.t1,0,248.296,47,23,61,19,502,55.4,8.06,199.8,23,0,11712265.42,28254945.84,344168834.1,727650523.2,150352725.2,233464583.3,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Chr02-anno1.g25700.t1,Chr02-anno1.g25700.t1,0,247.908,49,41,106,41,785,88,5.6,276.16,41,0,190248381.8,184959389.2,278066284.3,217603114.8,199827382.3,376973544.6,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_58308-RA,Sconica_v3_58308-RA,0,247.886,40,31,59,16,758,85.8,6.19,169.36,31,0,3627592.063,12758410.34,47149674.58,141135374.2,4132029.484,99626428.13,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Chr09-anno1.g44773.t1,Chr09-anno1.g44773.t1,0,247.884,39,30,53,30,865,97.4,5.38,164.66,30,0,19863600.06,10273853.31,41330220.83,32361487.75,222518841.3,463261627.9,Peak Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_58078-RA,Sconica_v3_58078-RA,0,247.86,35,26,69,1,697,79.9,5.03,206.39,26,0,148171.3281,,,6756408,,12767742,Peak Found,Not Found,Not Found,Peak Found,Not Found,High,1,
FALSE,High,Master Protein,Chr05-anno1.g8943.t1,Chr05-anno1.g8943.t1,0,247.819,55,14,203,14,258,27.4,7.4,540.2,14,0,2314692221,2472068199,155306575.6,217911733.4,2537566980,3414498550,High,High,High,High,High,High,1,
FALSE,High,Master Protein,FUN_040311-T1,FUN_040311-T1,0,247.173,53,17,56,17,165,19.1,8.68,188.88,17,0,18796308.59,23744437.34,1076491950,2145288823,30614800.91,128823120.3,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_55082-RA,Sconica_v3_55082-RA,0,247.067,31,25,105,12,763,79.8,5.58,322.06,25,14,49650449.05,33005648.65,958414873.8,1408717980,1612524250,2090046408,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_24562-RA,Sconica_v3_24562-RA,0,245.481,52,22,44,22,568,62,7.11,171.18,22,0,37067968.77,44884502.81,127348454.2,462120183.2,65790086.44,21232291.38,Peak Found,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_52670-RA,Sconica_v3_52670-RA,0,245.032,61,19,73,19,383,42.1,6.99,242.57,19,0,41526766.44,35857247.13,654251425.5,1514005748,87076164.14,196277455.2,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_21687-RA,Sconica_v3_21687-RA,0,244.609,49,20,54,13,498,54.5,5.19,232.4,20,2,1040971.453,2681021.234,81680153.44,216931844.9,16940585.56,24534128.31,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_38412-RA,Sconica_v3_38412-RA,0,244.277,51,18,67,15,417,47.3,5.73,218.04,18,3,7488176.438,7562092.656,48162108.19,174130358.8,929660183.3,1364496630,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,FUN_045058-T1,FUN_045058-T1,0,244.177,55,24,45,24,486,52.2,9.03,162.72,24,0,23549066.81,16308635.12,358926931.2,718267232.1,8529111.313,46199065.81,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Sconica_v3_19001-RA,Sconica_v3_19001-RA,0,243.848,46,19,62,2,448,50.2,4.77,194.56,19,0,1255415.25,,,14485783.13,13735076.19,12107805,Peak Found,Not Found,Not Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_10888-RA,Sconica_v3_10888-RA,0,243.8,45,17,74,9,389,41.8,7.05,243.3,17,0,,3951244.094,232097513,418614660.8,20419645,6333544.5,Not Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_05664-RA,Sconica_v3_05664-RA,0,243.632,55,24,72,24,516,55.8,6.24,215.09,24,0,35227781.41,35875838.83,267316551.2,370436156.6,774636060.5,1581011849,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-long_reads1.PB.2370.1,Chr05-long_reads1.PB.2370.1,0,243.566,32,36,74,26,982,110.1,6.8,189.27,36,0,56808387.75,34521863.31,93837930,223077495.1,152356456.4,157189271.5,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Chr01-anno1.g61525.t1,Chr01-anno1.g61525.t1,0,243.473,40,26,49,3,808,89.4,5.19,155.51,26,4,11645161.88,27265729.25,5447270.5,3083349.75,43309869.13,74431219,Not Found,Peak Found,Peak Found,Not Found,High,High,1,
FALSE,High,Master Protein,Chr05-anno1.g7143.t1,Chr05-anno1.g7143.t1,0,243.21,49,18,62,8,267,29.4,8.43,230.37,18,1,,506838.4375,414937906.8,305557494.8,2888612.75,41418565.63,Not Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Sconica_v3_34475-RA,Sconica_v3_34475-RA,0,243.1,55,21,61,6,446,50.1,4.89,194.53,21,2,3618806.711,1985616.125,25410444.25,45344931.38,167494428.8,60889459.75,Peak Found,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_16033-RA,Sconica_v3_16033-RA,0,243.017,70,21,108,1,338,36.8,7.88,314.67,21,0,371605.4688,578533.6875,2572120.25,,4582448.5,9313250,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,1,
FALSE,High,Master Protein,Sconica_v3_24720-RA,Sconica_v3_24720-RA,0,241.989,54,14,549,12,265,28.4,8.21,1913.17,14,2,3148996763,3060901925,115482230.1,126201121.2,3685165388,2936743763,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_40090-RA,Sconica_v3_40090-RA,0,241.902,55,23,88,5,452,49.8,8.98,254.21,23,0,50489610,30620765.88,4189089.188,6746260.75,73140309.44,18276945.25,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,FUN_002196-T1,FUN_002196-T1,0,241.632,43,21,47,21,603,67.7,6.8,165.7,21,0,20836890.02,18571796.81,302592815.6,603200221,12802994.34,92927667.63,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_35888-RA,Sconica_v3_35888-RA,0,241.498,53,22,49,19,459,51.7,7.39,169.37,22,4,39115977.23,57009992.33,188786899.1,623751784.8,54000947.31,75311951,Peak Found,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_26298-RA,Sconica_v3_26298-RA,0,241.47,56,14,111,4,234,25.6,9.1,464.6,14,0,17216474.25,3425150,412357736.8,1035270378,32121019.66,63547000.5,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_01547-RA,Sconica_v3_01547-RA,0,240.368,48,18,91,16,276,29.7,8.09,317.85,18,0,3934450.297,5491859.859,1214714602,2576515062,142263304.3,259213377.9,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_41599-RA,Sconica_v3_41599-RA,0,239.559,63,21,99,1,358,39.1,7.09,291.93,21,5,208839181,233315354.4,23150097.88,78123805.98,328071079,577433178,Not Found,Not Found,Not Found,Not Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_03865-RA,Sconica_v3_03865-RA,0,238.232,58,19,77,18,286,31.4,7.94,251.47,19,0,36409525.61,12440942.22,200568841,595784187.6,336178194.8,303831820.8,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_22300-RA,Sconica_v3_22300-RA,0,238.108,34,36,69,5,998,110.3,6.15,200.73,36,0,,787640.9375,,3724023.375,20800264.75,22063408.88,Not Found,Peak Found,Not Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_36108-RA,Sconica_v3_36108-RA,0,238.087,67,14,183,11,263,28.3,5.25,463.15,14,0,782726336.2,978500045.8,65223578.38,54285264.88,1676964599,2659342611,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_37777-RA,Sconica_v3_37777-RA,0,237.904,58,19,41,17,346,38.9,4.94,151.83,19,2,4925110.484,6476478.203,12562337.81,15829960.38,217389688.6,585610446.4,Peak Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_05911-RA,Sconica_v3_05911-RA,0,237.14,77,12,102,12,140,14.3,9.33,393.2,12,0,12635171.46,20246243.31,2256016845,4127931331,214337945.7,385141409.8,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-anno1.g8406.t1,Chr05-anno1.g8406.t1,0,236.902,54,22,80,18,488,53.4,6.13,237.5,22,0,306011994.6,218866402.8,49203812.63,80865826.84,222620049.2,569503940.9,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_04355-RA,Sconica_v3_04355-RA,0,236.014,38,31,80,31,736,83.1,8.91,210.77,31,0,91760104.77,95031629.7,164564798.8,351107382.3,521258757.2,1684891435,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_14614-RA,Sconica_v3_14614-RA,0,235.909,55,26,106,26,527,57.7,6.87,315.29,26,0,397793859,367055717.7,198020676.9,362002770.7,844995113.3,772754236.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,FUN_049934-T1,FUN_049934-T1,0,235.436,33,10,56,10,147,16.8,9.54,207.98,10,0,6280909.172,6969583.867,1497809712,2960579323,219868784.5,308769540.1,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr10-anno1.g32056.t1,Chr10-anno1.g32056.t1,0,234.571,50,23,67,15,528,57.5,6.54,198.82,23,10,5990550.789,8369141.727,107625419.4,143391265.3,622820259,953009177.1,Peak Found,Peak Found,High,High,High,High,1,Acetyl [N-Term]
FALSE,High,Master Protein,Chr03-anno2.g21223.t1,Chr03-anno2.g21223.t1,0,234.546,62,22,80,22,365,39.7,7.93,238.45,22,0,283638194.5,122918133.1,73880765.65,65421495.66,467733011.8,370453035.4,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_41741-RA,Sconica_v3_41741-RA,0,234.237,43,34,76,34,877,96.7,8.31,211.72,34,0,123957679.6,106269871,225784517.6,712807593.7,203234724.3,203130796.7,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_30401-RA,Sconica_v3_30401-RA,0,234.209,47,24,38,24,622,68.9,7.49,133.44,24,0,784453785.7,436059258.6,212709815.2,1341320339,589194752,764181466.9,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_10120-RA,Sconica_v3_10120-RA,0,233.586,56,20,65,7,341,37.5,5.38,206.46,20,15,8106706.25,4639135.484,66673458.97,165832255.8,764819297,759178067.2,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr10-anno1.g31892.t1,Chr10-anno1.g31892.t1,0,233.232,88,17,61,8,176,18.9,8.15,201.93,17,0,8920994,3436091.156,374444833.2,671869788,7810230.25,11505321.25,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,FUN_014361-T1,FUN_014361-T1,0,232.963,55,27,112,27,506,57.1,7.14,330.89,27,0,105749605.9,202662492.2,717149735.4,695425583.2,1322842882,937577953.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,FUN_045763-T1,FUN_045763-T1,0,232.301,49,13,58,13,172,19.6,9.63,185.09,13,0,1864569.656,7959732.203,1281147791,2831276560,88494945.22,161100443.7,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr06-anno1.g19871.t1,Chr06-anno1.g19871.t1,0,232.205,65,22,51,14,317,35.2,6.98,166.66,22,8,9910503.875,10059603.75,473162691.1,964559990.3,50553706.94,61003701.38,Peak Found,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,Chr10-anno1.g28891.t1,Chr10-anno1.g28891.t1,0,232.077,42,26,119,25,600,67,8.79,289.1,26,2,204888204.6,322938619,113021067.4,376545201.7,358165677.5,725930911.1,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,Sconica_v3_11322-RA,Sconica_v3_11322-RA,0,230.893,47,30,62,21,509,57.1,6.4,185.43,30,8,56635902.86,15468496.09,2683588630,4457528678,313313692.1,589804819.5,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_10560-RA,Sconica_v3_10560-RA,0,230.738,65,27,98,26,463,50.8,8.35,273.78,27,1,303151128.1,295056875,222337207.8,640990580.4,986155103,1489266825,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,Chr10-anno2.g36227.t1,Chr10-anno2.g36227.t1,0,230.206,82,18,51,9,175,19.1,8.63,158.45,18,11,18046421.45,11202633.25,2195934879,3639908054,394121796.9,326052619.5,Not Found,Peak Found,High,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,Sconica_v3_09229-RA,Sconica_v3_09229-RA,0,229.513,41,31,50,31,758,86.2,8.7,136.2,31,0,14828441.96,10309340.54,213079885.8,351396399.6,408329159,180489162.3,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Chr06-long_reads1.PB.3184.1,Chr06-long_reads1.PB.3184.1,0,229.15,81,13,59,12,88,10.7,5.95,196.78,13,0,25473178.13,96018556.26,257455450.9,963118106.5,112319682,109592010.2,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_33321-RA,Sconica_v3_33321-RA,0,228.02,61,23,98,23,413,44.9,5.94,264.02,23,0,516329077.5,339595496.1,149909324,582146586.2,980467014.2,445934597.3,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_38927-RA,Sconica_v3_38927-RA,0,227.895,49,25,75,5,391,44.6,10.11,200.56,25,0,8483308.344,,13400949.13,30779561,153398741.3,352218350.6,Peak Found,Not Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr08-anno1.g34635.t1,Chr08-anno1.g34635.t1,0,227.886,53,14,258,6,176,19.6,8.65,330.21,14,0,38234431.5,15898435.56,12642525.55,65964035,324823729.6,41623416.13,High,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_15996-RA,Sconica_v3_15996-RA,0,227.805,41,24,43,24,671,76.6,6.79,136.07,24,0,2576751.844,2923093.414,190775468.4,447678262.8,93701900.06,227016974.8,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,Sconica_v3_43369-RA,Sconica_v3_43369-RA,0,227.013,44,30,74,22,776,87.1,6.24,204.99,30,0,26042897.06,25372614.8,242051766,51972507.06,93876172.75,160768535.8,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_38627-RA,Sconica_v3_38627-RA,0,226.959,32,20,35,19,881,100.1,7.11,126.85,20,0,12234808.59,12141230.31,22148219.53,91386042.94,76526959.69,263978316,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_11314-RA,Sconica_v3_11314-RA,0,226.952,41,23,87,13,321,35,8.27,291.37,23,10,9361912.266,3344881.578,1718594046,3010741610,149787217.3,376981549.4,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Sconica_v3_26876-RA,Sconica_v3_26876-RA,0,225.915,61,20,80,20,299,33.4,7.05,251.08,20,0,617534356.8,389947109.3,51735710.92,252015991,823855863.1,730894341.3,High,High,High,High,High,High,1,
FALSE,High,Master Protein,mito_nad7,mito_nad7,0,225.792,38,19,77,19,394,44.5,7.01,245.17,19,0,10136576.22,15104074.75,1680340959,4363420525,122534886.4,263102648.6,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,Chr05-anno2.g68401.t1,Chr05-anno2.g68401.t1,0,225.626,36,28,58,28,919,104,6.39,175.95,28,0,58666446.3,61515384.89,117842120.9,158895185,212880313.7,163790953.6,High,High,Peak Found,Peak Found,High,High,1,
