Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
Chr06-anno1.g19146.t1,0,0,844553832,406097715.8,1628660963,2383003982
Chr06-anno1.g19207.t1,0,0,0,0,0,85905714.81
Chr06-anno1.g19286.t1,0,0,0,0,73154655.48,41553585.61
Chr06-anno1.g19304.t1,0,0,0,0,0,434281222.3
Chr06-anno1.g19311.t1,0,0,0,0,0,250604643.2
Chr06-anno1.g19452.t1,0,89878911.15,9769026,0,49151259323,340623886.6
Chr06-anno1.g19453.t1,0,0,0,0,20309496100,0
Chr06-anno1.g19459.t1,0,0,0,0,1960060413,0
Chr06-anno1.g19475.t1,0,0,0,0,33640048,2066820341
Chr06-anno1.g19483.t1,0,0,577346928,98175061.13,0,0
Chr06-anno1.g19493.t1,0,50359226.86,0,0,0,0
Chr06-anno1.g19546.t1,0,0,0,0,569402942.4,977027249.9
Chr06-anno1.g19555.t1,3836386292,20241373519,349930054.5,691553258.8,12159844164,9887225019
Chr06-anno1.g19572.t1,0,0,0,0,7966782.384,0
Chr06-anno1.g19582.t1,0,0,0,0,1518643929,302152749.3
Chr06-anno1.g19636.t1,0,0,0,0,698922485.8,2681372785
Chr06-anno1.g19746.t1,0,0,0,0,114549055,119085740.3
Chr06-anno1.g19775.t1,2114709556,3123219545,3751543478,4968663575,2291908973,843284926.5
Chr06-anno1.g19871.t1,0,0,7826447624,7946254034,33084738.54,0
Chr06-anno1.g19878.t1,0,0,204402248,177171127.4,0,0
Chr06-anno1.g19883.t1,0,0,534282056,199840192.7,0,0
Chr06-anno1.g19895.t1,0,0,29837420,0,0,0
Chr06-anno1.g19899.t1,0,0,578002450,179970510.8,0,0
Chr06-anno1.g19910.t1,0,0,0,78757807.53,2052476994,1430969233
Chr06-anno1.g19933.t1,0,0,0,0,34431621.61,0
Chr06-anno1.g20143.t1,0,0,195408464,75639812.73,1354331246,1565358353
Chr06-anno1.g20177.t1,0,23999413.64,0,0,35759648.53,0
Chr06-anno1.g20255.t1,0,0,0,0,8754778532,3721387683
Chr06-anno2.g51623.t1,425369618.4,368025762.3,565120232,232165550.1,543819870.5,1916062052
Chr06-anno2.g51656.t1,13345916.76,79870912.45,0,0,0,23034255.35
Chr06-anno2.g51675.t1,4.13E+11,4.21E+11,2484303469,4175637810,1.28E+11,86254618402
Chr06-anno2.g51699.t1,410923477.1,127862519.3,16316032983,15409765428,623601469.1,1674235954
Chr06-anno2.g51754.t1,148371236.9,308484381.5,0,0,0,0
Chr06-anno2.g51775.t1,0,12489523.86,0,0,145218836.8,0
Chr06-anno2.g52545.t1,0,0,1604266394,2210274480,0,0
Chr06-anno2.g52850.t1,0,0,106566528,0,0,0
Chr06-anno2.g54846.t1,0,0,0,0,35608046.41,0
Chr06-anno2.g56002.t1,0,0,93291782,0,2879816448,2211745892
Chr06-anno2.g56548.t1,19663234.23,327136903.2,0,0,0,0
Chr06-anno2.g56570.t1,52850270.19,140348464,0,0,0,0
Chr06-anno2.g56819.t1,0,0,0,0,0,49129398.02
Chr06-anno2.g56890.t1,0,0,0,0,0,521845836.2
Chr06-anno2.g56987.t1,0,0,293390598,285484470.8,0,0
Chr06-anno2.g56992.t1,0,0,0,0,109051804.2,0
Chr06-anno2.g57186.t1,0,0,0,0,0,34875990.31
Chr06-anno2.g57297.t1,0,0,31407754,0,0,0
Chr06-anno2.g57354.t1,0,0,3486496712,1352134450,0,151128900.8
Chr06-anno2.g57604.t1,0,0,0,0,0,72703491.05
Chr06-anno2.g57608.t1,0,0,0,0,152955104,316608129.5
Chr06-anno2.g57621.t1,0,0,0,0,0,32288240.58
Chr06-anno2.g57669.t1,0,0,1067136860,1127523497,0,0
Chr06-anno2.g57801.t1,0,0,920770543,320467086,1030779376,2500041627
Chr06-anno2.g58047.t1,0,0,0,0,635579640.6,2161705080
Chr06-anno2.g58120.t1,0,0,0,0,517431753,1425266709
Chr06-anno2.g58134.t1,0,0,0,225000481.5,0,0
Chr06-anno2.g58353.t1,1554230320,893107716.4,0,0,816358528.1,495301734.3
Chr06-anno2.g58782.t1,0,0,0,0,0,97770301.47
Chr06-anno2.g59105.t1,0,0,199674176,0,0,0
Chr06-anno2.g59180.t1,9238023.763,31866292.28,0,0,0,0
Chr06-anno2.g59219.t1,458292666.9,273548705.1,0,53593985.15,831550877.8,1760304691
Chr06-anno2.g59226.t1,0,0,0,25702903.08,119653124.4,203697672.1
Chr06-long_reads1.PB.2874.1,0,0,316044882,176442990.2,112992394.6,230356204.8
Chr06-long_reads1.PB.2875.1,0,0,0,0,939365824.8,495290862.7
Chr06-long_reads1.PB.2955.1,0,0,0,0,280529170.9,0
Chr06-long_reads1.PB.2956.2,0,0,0,0,194169855.1,0
Chr06-long_reads1.PB.3068.1,0,0,0,0,0,91302980.29
Chr06-long_reads1.PB.3119.1,2798703933,4433890522,15590474,48401813.65,1407342207,1282337152
Chr06-long_reads1.PB.3126.9,0,0,654228280,1435364864,865500319.4,1447807812
Chr06-long_reads1.PB.3127.1,46396380.02,219702970.7,3671657208,2730052549,46867992.63,0
Chr06-long_reads1.PB.3179.1,16177952.39,18406574.93,0,0,0,64856002.42
Chr06-long_reads1.PB.3184.1,0,0,12550413959,6911264562,187531998.3,812897927
Chr06-long_reads1.PB.3187.2,0,0,340539800,427105865.1,0,0
Chr06-long_reads1.PB.3200.1,1392853252,1469522863,0,71791478.94,283232106.7,0
Chr06-long_reads1.PB.3206.2,0,0,0,0,230978626.5,642068877.8
Chr06-long_reads1.PB.3222.2,0,0,41585392,0,0,0
Chr06-long_reads1.PB.3233.5,773293667.8,419719720.6,0,0,0,0
Chr06-long_reads1.PB.3326.1,0,0,0,561738509.9,0,0
Chr06-long_reads1.PB.3359.1,14569104.58,315713553.8,0,359446306.6,256018600.6,235472039.4
Chr07-anno1.g1067.t1,0,0,119634920,206712754.4,1527962197,2403838697
Chr07-anno1.g1119.t1,0,0,0,0,37128402.84,0
Chr07-anno1.g1128.t1,0,0,0,0,541732178.8,912698373.8
Chr07-anno1.g130.t1,0,0,0,0,48317001.32,170116165.4
Chr07-anno1.g1314.t1,0,8857071.312,0,0,0,0
Chr07-anno1.g1320.t1,2308161879,2292827854,0,0,865082390.5,520806511.7
Chr07-anno1.g1340.t1,143341367.5,1636336188,47896693852,47544286933,59910409208,24375680697
Chr07-anno1.g1346.t1,3698683343,2719337654,77265237981,1.03E+11,67282324049,1.74E+11
Chr07-anno1.g1347.t1,3.19E+11,2.41E+11,1747550976,2330497076,1.21E+11,1.35E+11
Chr07-anno1.g1373.t1,74623271.64,49812363.7,0,50119147.09,149741513.3,939492192.4
Chr07-anno1.g1456.t1,0,0,2527178543,1560326506,0,0
Chr07-anno1.g1588.t1,0,0,232428496,189312880.6,0,0
Chr07-anno1.g1668.t1,0,0,0,0,0,93345623.08
Chr07-anno1.g1698.t1,78599648.19,719579874,4716816944,3542616399,1693362966,4018412973
Chr07-anno1.g171.t1,0,0,0,0,4728609414,0
Chr07-anno1.g1733.t1,0,0,364150616,436955120.7,411032414.2,808571136.5
Chr07-anno1.g1780.t1,934597065.2,1192299917,0,0,2011086968,2390385034
Chr07-anno1.g198.t1,217191836.4,0,0,0,0,0
Chr07-anno1.g1981.t1,26238119.64,0,0,0,0,0
Chr07-anno1.g2035.t1,0,0,0,0,0,119253799.9
Chr07-anno1.g2041.t1,0,0,0,0,0,245034628.9
Chr07-anno1.g2057.t1,1707104000,2911473331,0,0,2044822456,2169681167
Chr07-anno1.g2136.t1,0,0,3423520992,3279940140,0,561955503.3
Chr07-anno1.g2168.t1,46982022.64,0,0,337494763.1,0,0
Chr07-anno1.g222.t1,0,0,0,49411313.06,0,267413168.5
Chr07-anno1.g232.t1,0,0,290193952,207695459.1,0,0
Chr07-anno1.g2550.t1,0,0,160701600,89712711.9,0,0
Chr07-anno1.g258.t1,169494697.1,320057051,0,0,0,0
Chr07-anno1.g2626.t2,0,0,0,0,30487631.8,0
Chr07-anno1.g2676.t1,0,0,349432704,321171548.5,0,0
Chr07-anno1.g2764.t1,0,0,126723750,31317961.39,0,0
Chr07-anno1.g2884.t1,14708194545,16712327347,42791763,133820869.7,6597856442,5828701366
Chr07-anno1.g2897.t1,0,0,0,81626858.51,423388845.9,455133677.3
Chr07-anno1.g3035.t1,0,0,0,66778682.26,0,0
Chr07-anno1.g3109.t1,0,0,0,0,0,102503767.8
Chr07-anno1.g317.t1,42461863.51,0,2647050074,3725079758,754238613.1,729244673.9
Chr07-anno1.g347.t1,0,0,0,0,0,2707081850
Chr07-anno1.g349.t1,0,0,0,0,43453915.55,278925842.4
Chr07-anno1.g3598.t1,1263611824,1268824996,0,237281487.6,1505469008,174143061.1
Chr07-anno1.g3889.t1,91235505.44,460537053.8,0,60735192.47,9486726257,16793411202
Chr07-anno1.g3906.t1,0,0,364193420,0,0,0
Chr07-anno1.g3909.t1,6812589374,8796730410,0,0,3415175983,1350351466
Chr07-anno1.g392.t1,0,0,0,0,114348820.7,106645536.6
Chr07-anno1.g3925.t1,273371738.4,468186097.6,42527868,0,397666922.1,0
Chr07-anno1.g3937.t1,0,0,188666888,0,0,0
Chr07-anno1.g3961.t1,0,0,271683008,302715503.1,198727698.1,0
Chr07-anno1.g3973.t1,0,0,0,0,348541775.3,2680011515
Chr07-anno1.g3987.t1,0,0,1454491168,438514956.4,0,0
Chr07-anno1.g4036.t1,0,0,0,0,8304225.418,0
Chr07-anno1.g408.t1,133899850.2,346629515,0,0,1181575689,665421937
Chr07-anno1.g4187.t1,0,0,0,0,0,56237500.06
Chr07-anno1.g4211.t1,0,23188097.54,17458065169,25343574543,2311189926,4050019175
Chr07-anno1.g4258.t1,0,0,0,0,217060783.4,360834054.6
Chr07-anno1.g4383.t1,0,0,85671824,0,0,0
Chr07-anno1.g4389.t1,0,0,0,0,0,96961228.38
Chr07-anno1.g4461.t1,0,0,0,0,211414999.2,152174933.2
Chr07-anno1.g4462.t1,0,0,0,0,0,0
Chr07-anno1.g4534.t1,118626083.8,219082987.2,0,0,34382305.79,0
Chr07-anno1.g4536.t1,313620913.7,538760022.1,0,0,136716554.9,177477606
Chr07-anno1.g4692.t1,699883784.4,4002686500,0,0,4619543715,751437919
Chr07-anno1.g4738.t1,0,0,0,0,29735496.98,0
Chr07-anno1.g4740.t1,0,101734153.5,0,0,0,0
Chr07-anno1.g4846.t1,0,0,17567316933,19862370732,1025057439,1867338709
Chr07-anno1.g4847.t1,365664972.9,523858459.1,95479224,0,953413899.7,639484217.8
Chr07-anno1.g4931.t1,0,26329095.7,61719363098,48582868299,1458198578,1387853801
Chr07-anno1.g5044.t1,0,0,6664684756,5219499575,0,0
Chr07-anno1.g5076.t1,5367319218,4455608016,1753501479,7148779043,1.52E+11,2560058464
Chr07-anno1.g5088.t1,0,0,0,4422505.252,93927326.26,183362340.9
Chr07-anno1.g5125.t1,0,0,0,0,280617117.4,469135607.1
Chr07-anno1.g5157.t1,0,0,0,0,412953028.1,304805499.1
Chr07-anno1.g5247.t1,0,0,0,0,0,133856972.5
Chr07-anno1.g5310.t1,0,0,1771324768,1151911422,0,0
Chr07-anno1.g5330.t1,0,0,31102996,0,0,0
Chr07-anno1.g535.t1,11056878845,24184815449,1391069327,167795161.3,12386194193,5419726685
Chr07-anno1.g5394.t1,11010250164,11947138550,0,0,2284322370,2976941856
Chr07-anno1.g5443.t1,0,0,0,0,28989842.88,0
Chr07-anno1.g5451.t1,0,0,0,0,0,55411415.98
Chr07-anno1.g5457.t1,0,0,0,0,0,86480166.01
Chr07-anno1.g5468.t1,0,0,0,0,18559209.34,0
Chr07-anno1.g5472.t1,0,0,0,0,0,126565680.6
Chr07-anno1.g5487.t1,0,0,23443697,0,0,0
Chr07-anno1.g5499.t1,0,0,0,0,471958677.1,215852645.9
Chr07-anno1.g5514.t1,0,0,0,0,121679313.8,843595856.6
Chr07-anno1.g5549.t1,823523129.6,536974307.2,0,0,150358381.6,288324650.9
Chr07-anno1.g5554.t1,0,0,1075664616,858340018.4,3406037293,2678603221
Chr07-anno1.g5559.t1,37746003252,59736305826,1763359958,4470877319,57586056424,40560911733
Chr07-anno1.g5579.t1,0,0,0,0,0,64412056.88
Chr07-anno1.g5587.t1,696749958,1144160615,0,0,1117558903,1333287392
Chr07-anno1.g5605.t1,0,0,12551391148,10468610578,0,63624475.82
Chr07-anno1.g5610.t1,0,0,0,0,0,112934021.2
Chr07-anno1.g5613.t1,0,0,0,0,54373792.74,1226798492
Chr07-anno1.g5614.t1,61760397.74,416539582.8,0,0,142756807.4,75496888.85
Chr07-anno1.g5637.t1,0,0,1913847872,954007706.5,13735400274,20886232091
Chr07-anno1.g5671.t1,93424329.6,139740228.9,229515188,121248704.8,1972810750,2305709493
Chr07-anno1.g5672.t1,0,0,0,0,0,52235035.39
Chr07-anno1.g5675.t1,0,0,53470052,0,158339952,784391632.7
Chr07-anno1.g5694.t1,0,0,0,0,0,238958356.6
Chr07-anno1.g5820.t1,407353385.8,1599519458,0,0,45501153.87,0
Chr07-anno1.g5847.t1,0,0,184638449,0,1004129462,2546967584
Chr07-anno1.g5877.t1,0,0,0,0,116787504.3,81975337.24
Chr07-anno1.g5898.t1,0,0,0,0,154607399.9,0
Chr07-anno1.g5899.t1,0,0,0,0,280665683.3,0
Chr07-anno1.g5948.t1,0,0,0,0,71372304.22,0
Chr07-anno1.g5949.t1,0,0,0,0,67580805,0
Chr07-anno1.g5952.t1,905681988.9,1730119314,0,0,671952625.7,427425126.4
Chr07-anno1.g5953.t1,0,0,27684985368,31185298272,621558187.9,945885269.9
Chr07-anno1.g5964.t1,0,0,0,0,45899347.71,295020899.6
Chr07-anno1.g5978.t1,0,0,0,0,170492709,0
Chr07-anno1.g5987.t1,0,0,0,0,153455407.7,0
Chr07-anno1.g6004.t1,0,0,816577780,463007134.8,0,0
Chr07-anno1.g6009.t1,590472986.1,570940539.1,0,0,389723042,1313507032
Chr07-anno1.g6014.t1,0,0,0,355109972.1,1338811818,1469821264
Chr07-anno1.g604.t1,0,0,0,0,0,23226424.42
Chr07-anno1.g6078.t1,0,0,704072752,654262854,0,153234266.6
Chr07-anno1.g6125.t1,1389940064,1589945645,0,0,998165332.2,217290206.8
Chr07-anno1.g6158.t1,0,69703394.62,0,0,0,0
Chr07-anno1.g667.t1,0,0,0,0,0,252346793.9
Chr07-anno1.g699.t1,0,0,0,0,0,46624357.2
Chr07-anno1.g703.t1,0,55417312.29,0,0,0,0
Chr07-anno1.g78.t1,0,0,0,0,117928425.4,91089731.26
Chr07-anno1.g866.t1,0,0,2142622570,1463617645,5537716550,12070472897
Chr07-anno2.g59423.t1,0,0,1683152480,61230765.36,0,0
Chr07-anno2.g59491.t1,0,0,742380216,879510531,5849418467,3206354847
Chr07-anno2.g59541.t1,0,0,0,15323073.59,0,0
Chr07-anno2.g59786.t1,0,0,0,110278719.9,0,0
Chr07-anno2.g60278.t1,0,0,0,0,0,589218207.6
Chr07-anno2.g60374.t1,0,0,326456128,345492771.8,2456759181,3064714426
Chr07-anno2.g60463.t1,0,0,0,0,183979504.2,161309399.3
Chr07-anno2.g60493.t1,0,0,0,0,1148505075,5641283686
Chr07-anno2.g63971.t1,0,0,0,0,0,153197809.5
Chr07-anno2.g64029.t1,0,0,670134070,714783901.6,0,0
Chr07-anno2.g64044.t1,132367321.8,250031305.2,0,0,111159924.1,0
Chr07-anno2.g64096.t1,834683046.7,273488827,0,0,0,0
Chr07-anno2.g64276.t1,130280584,395502269.7,219534042,198564083.3,3491504320,5168070012
Chr07-anno2.g64377.t1,17298606.35,45808891.84,0,0,0,149742660
Chr07-anno2.g64509.t1,0,0,120788116,72948320.48,0,0
Chr07-anno2.g64565.t1,1385166078,108266626,0,0,334197005,333437651.5
Chr07-anno2.g64673.t1,3547129257,5218570116,1731881048,6344780233,4267919333,4115750258
Chr07-anno2.g64679.t1,0,0,0,65776102.4,282243402.1,295614417.8
Chr07-anno2.g64785.t1,0,0,0,0,92628195.55,94553983.54
Chr07-anno2.g64970.t2,0,0,0,121079783.2,0,0
Chr07-anno2.g65024.t1,805794173.8,747494543.4,38119348,389805441.1,181075179.4,871481633.1
Chr07-anno2.g65105.t1,0,0,251136336,0,730971702.4,3638907908
Chr07-anno2.g65106.t1,0,0,24312821356,19720005878,255273668.1,1092616387
Chr07-anno2.g65199.t1,76501701066,91056066944,5248470574,6383801805,54771527107,25797389563
Chr07-anno2.g65318.t1,0,0,0,0,397155517.4,298655491.5
Chr07-anno2.g65359.t1,0,0,1812632500,1975808667,0,0
Chr07-anno2.g65580.t1,0,0,0,0,693658336,1645960682
Chr07-anno2.g65659.t1,8191349516,9559542197,0,0,2037288330,1.35E+11
Chr07-anno2.g65683.t1,0,0,0,0,50128810.38,71692726.87
Chr07-anno2.g65860.t1,701426893.1,927581501.6,0,0,1024994680,797449848.9
Chr07-anno2.g65879.t1,0,0,0,47772286.28,0,0
Chr07-anno2.g65920.t1,0,0,0,0,631317585.3,857821869.9
Chr07-anno2.g65953.t1,0,0,211820816,0,0,0
Chr07-anno2.g66138.t1,0,0,0,38578217.02,59749226.83,0
Chr07-anno2.g66237.t1,0,0,270418016,0,2837027876,5001169074
Chr07-anno2.g66252.t1,520321166.2,1750589889,0,0,330421636.8,469293271.8
Chr07-anno2.g66420.t1,158583869.9,31964325.69,1.45E+11,1.51E+11,3814586448,7814086295
Chr07-long_reads1.PB.3400.2,137926846.6,144234934.2,1462739094,866796420.8,297353237.1,75899645.05
Chr07-long_reads1.PB.3402.2,0,0,0,0,720431563.1,1223208128
Chr07-long_reads1.PB.3437.1,0,0,0,55205493.77,0,0
Chr07-long_reads1.PB.3445.1,176303020.9,0,0,0,25525196.06,0
Chr07-long_reads1.PB.3488.2,0,0,0,0,0,65278951.26
Chr07-long_reads1.PB.3498.2,0,0,104822568,162339728.8,0,0
Chr07-long_reads1.PB.3554.1,8152411.752,0,0,0,33517231.42,0
Chr07-long_reads1.PB.3567.1,0,0,41299148,137513694.2,2489100576,2976037086
Chr07-long_reads1.PB.3582.2,0,98520220.58,0,0,143712935.2,0
Chr07-long_reads1.PB.3608.2,0,0,0,0,19997759.73,19216357.36
Chr07-long_reads1.PB.3645.1,550363947.5,1285642048,442344392,94006720.64,506463142.9,381900094.5
Chr07-long_reads1.PB.3664.1,0,45490178.75,0,0,127007596.5,34414066.08
Chr07-long_reads1.PB.3699.9,7399243078,8006104696,0,69772328.27,4365485508,3238196919
Chr07-long_reads1.PB.3707.2,0,0,0,0,36881089.64,140275635.4
Chr07-long_reads1.PB.3736.1,0,46275406.29,0,0,0,0
Chr07-long_reads1.PB.3812.1,1100886277,2514834182,0,0,1781167366,594027769.7
Chr07-long_reads1.PB.3864.6,0,14445871.17,220487988,615824698.4,2768839336,2668062683
Chr07-long_reads1.PB.3906.1,0,0,21657988416,13644168818,1100056581,2020001727
Chr07-long_reads1.PB.3913.1,0,0,0,0,51873121.69,457216202.9
Chr07-long_reads1.PB.3919.1,0,0,0,0,134514055.1,302177593.8
Chr07-long_reads1.PB.3954.1,2766495557,2635797751,1.80E+12,1.71E+12,72421901251,36640425938
Chr07-long_reads1.PB.3969.1,556532774,1301828444,946506654,309497632.5,617249691.7,82876565.17
Chr07-long_reads1.PB.3986.1,0,1754049677,0,0,0,0
Chr08-anno1.g32859.t1,0,139426911.8,0,0,0,62878276.49
Chr08-anno1.g32874.t1,1172605936,712170076.8,0,0,404195038.3,785554525.4
Chr08-anno1.g32889.t1,1428069851,603875340.5,0,0,935747253.8,447965364.8
Chr08-anno1.g32968.t1,0,0,0,0,257264336,371050240.5
Chr08-anno1.g32971.t1,0,0,129846456,0,0,0
Chr08-anno1.g33116.t1,0,0,60691828,111665008.6,0,0
Chr08-anno1.g33152.t1,0,0,0,0,0,202555179
Chr08-anno1.g33271.t1,0,0,0,0,186684215.4,0
Chr08-anno1.g33285.t1,0,0,0,0,227666927.1,683827841.6
Chr08-anno1.g33292.t1,0,0,0,0,68710825.1,101220144.4
Chr08-anno1.g33328.t1,0,0,477835104,93081679.98,0,0
Chr08-anno1.g33338.t1,0,0,0,0,35189770.86,66413599.34
Chr08-anno1.g33371.t1,0,0,0,0,681941422.2,760840265.1
Chr08-anno1.g33382.t1,0,0,3315729538,1894181473,0,0
Chr08-anno1.g33389.t1,0,0,178620896,177099637.7,0,0
Chr08-anno1.g33390.t1,1273746479,1545958938,0,0,422010800.6,81418459.86
Chr08-anno1.g33446.t1,0,0,1010180608,88491283.77,0,0
Chr08-anno1.g33458.t1,358575292.1,217522821,0,0,156980747.1,220356389.2
Chr08-anno1.g33489.t1,0,0,1456376752,619203337.9,0,0
Chr08-anno1.g33498.t1,0,0,62469092,0,0,0
Chr08-anno1.g33511.t1,0,0,0,0,0,71610181.64
Chr08-anno1.g33690.t1,0,0,7047160011,5258650060,0,751480544.1
Chr08-anno1.g33691.t1,174651569.4,229029145.4,0,0,0,0
Chr08-anno1.g33757.t1,0,0,5920502698,4839183765,0,0
Chr08-anno1.g33850.t1,0,0,0,0,641286218.2,689913147.7
Chr08-anno1.g33974.t1,0,0,0,0,0,152400791.2
Chr08-anno1.g34018.t1,0,0,1345013546,2102042109,0,0
Chr08-anno1.g34020.t1,0,0,71800852,2720953.699,4130512842,4206500425
Chr08-anno1.g34075.t1,0,0,0,14773421.7,0,0
Chr08-anno1.g34153.t1,0,0,0,0,540517896.9,0
Chr08-anno1.g34195.t1,0,0,299317144,186191530.7,0,0
Chr08-anno1.g34337.t1,214138952.4,276788824.1,0,0,0,518970909.7
Chr08-anno1.g34401.t1,0,0,42501540,313281404.3,0,0
Chr08-anno1.g34447.t1,0,0,0,0,190372754,1114333060
Chr08-anno1.g34455.t1,0,0,0,32993748.79,0,0
Chr08-anno1.g34570.t1,0,0,0,0,86484136.58,55908864.01
Chr08-anno1.g34581.t1,0,0,0,89354027.94,5348421154,8794182513
Chr08-anno1.g34635.t1,0,645835891.6,1008508136,136083633,6907368822,0
Chr08-anno1.g34660.t1,0,0,0,0,640418917.6,1872098517
Chr08-anno1.g34666.t1,0,0,93669928,124335403.6,2137520859,3707152514
Chr08-anno1.g34667.t1,0,0,173124392,0,118742834.3,129813091.6
Chr08-anno1.g34779.t1,0,0,1900451385,1502526402,32790355.88,0
Chr08-anno1.g34782.t1,0,0,3834062880,5407084487,0,154250354.6
Chr08-anno1.g34862.t1,0,0,0,0,38065164.02,0
Chr08-anno1.g34937.t2,40159490.53,0,0,0,0,0
Chr08-anno1.g34938.t1,0,0,2745109470,2282214935,0,0
Chr08-anno1.g34978.t1,455566234.9,1555465062,0,0,347166263,0
Chr08-anno1.g35025.t1,0,0,2752278528,2475106685,0,0
Chr08-anno1.g35072.t1,0,0,0,0,0,90301281.56
Chr08-anno1.g35079.t1,968412075.7,128047958.8,0,0,406185894.1,0
Chr08-anno1.g35138.t1,3706538732,7526870927,0,0,3413235330,567468351
Chr08-anno1.g35141.t1,0,0,0,0,0,997246726
Chr08-anno1.g35497.t1,0,0,0,0,111851275,70648813.65
Chr08-anno1.g35689.t1,0,0,154430768,0,233502596,565865389.6
Chr08-anno1.g35704.t1,0,0,0,56162579.42,345054790.9,309015955
Chr08-anno1.g35763.t1,1010028503,1063418431,0,0,373354625,308101691.8
Chr08-anno1.g35816.t1,20603195.23,48951869.74,0,0,667596415.7,3202190174
Chr08-anno1.g35835.t1,0,31493013.96,311183504,0,0,0
Chr08-anno1.g35854.t1,0,15642848.04,0,0,0,0
Chr08-anno1.g36070.t1,1150891598,1104653878,0,0,304851113.4,285578099.2
Chr08-anno1.g36187.t1,26683999.03,140215984.1,0,0,0,0
Chr08-anno1.g36299.t1,0,0,4072768652,3605104502,0,0
Chr08-anno1.g36423.t1,452640321.7,830987566.9,27130887606,22442994454,8876281257,14297957791
Chr08-anno1.g36481.t1,0,0,281141728,192033011.4,0,0
Chr08-anno1.g36524.t1,0,80491467.81,0,0,0,0
Chr08-anno1.g37018.t1,50699999.76,62386934.08,0,0,0,0
Chr08-anno1.g37619.t1,0,0,0,0,0,202958951.7
Chr08-anno1.g37727.t1,0,0,19509970,60227282.59,497929199.4,1531623369
Chr08-anno1.g37797.t1,0,0,0,0,54565819.78,0
Chr08-anno1.g37814.t1,749223718.9,0,38525248,146200943.2,0,856426570.1
Chr08-anno1.g37825.t1,0,0,80097370,131247046.8,0,0
Chr08-anno1.g37833.t1,8657166.949,0,1359553428,754527496.8,6224830659,2562507700
Chr08-anno1.g37872.t1,0,0,0,0,28607222.3,56462668.85
Chr08-anno1.g37993.t1,45366482091,40577525545,708835168,1315623658,21843579155,20421774585
Chr08-anno1.g38039.t1,0,0,0,0,436566545.3,0
Chr08-anno1.g38041.t1,0,0,66706774,0,1167709906,576639905.9
Chr08-anno1.g38054.t1,448828469.9,342600379.2,0,0,958630327.9,657544446.6
Chr08-anno1.g38064.t1,300535728,60638413.44,5162155140,6946447207,19873958099,28891431780
Chr08-anno1.g38135.t1,0,74738955.03,0,0,0,295134641.2
Chr08-anno1.g38136.t1,0,0,0,0,0,185630884.8
Chr08-anno1.g38232.t1,17925751.62,0,0,0,0,75733497.85
Chr08-anno1.g38263.t1,0,200595371.2,0,0,124251865,89328950.04
Chr08-anno1.g38299.t1,0,0,0,0,0,1462607966
Chr08-anno1.g38415.t1,0,0,0,0,67259503.89,210577768.3
Chr08-anno1.g38416.t1,0,92974993.15,0,0,0,0
Chr08-anno1.g38418.t1,0,0,0,0,59161280.65,0
Chr08-anno1.g38452.t1,0,0,0,0,842307141.5,178380957.5
Chr08-anno1.g38469.t1,12540284301,7362999042,0,44091031.35,8709844450,1076808869
Chr08-anno1.g38550.t1,0,0,0,0,0,172608028.8
Chr08-anno1.g38555.t1,0,0,0,0,196301408.8,310524707.1
Chr08-anno1.g38564.t2,0,0,390943360,0,0,0
Chr08-anno1.g38582.t2,58756635.81,0,0,0,0,0
Chr08-anno1.g38621.t1,0,0,0,0,55854754.48,66923641.94
Chr08-anno1.g38783.t1,399884995.3,152028135,0,0,119885582.7,0
Chr08-anno1.g38787.t1,1367883628,2847044762,0,0,1585678141,2025382614
Chr08-anno1.g38850.t1,0,0,1787538218,1757806656,0,0
Chr08-anno1.g38863.t1,0,0,120769336,60933310.81,0,0
Chr08-anno1.g38960.t1,0,0,0,57457013.75,1487950358,1742787746
Chr08-anno1.g38977.t1,0,0,0,0,508139049.1,423269712.2
Chr08-anno1.g39001.t1,18686477264,7951004834,0,0,20457607462,28310236640
Chr08-anno1.g39003.t1,0,0,0,0,37088274.07,303111418
Chr08-anno1.g39004.t1,0,0,0,0,54103814.37,153846662.3
Chr08-anno1.g39050.t1,0,0,0,0,0,80663365.94
Chr08-anno1.g39256.t1,0,0,0,0,90522791.47,380757888.6
Chr08-anno1.g39265.t1,0,0,0,0,83406820.44,39218763.82
Chr08-anno1.g39304.t1,0,0,0,0,32461216.17,0
Chr08-anno1.g39394.t1,0,0,0,0,119787184.2,51372833.11
Chr08-anno1.g39423.t1,294227090.6,277717939.4,0,0,3292633116,737693939.3
Chr08-anno1.g39462.t1,0,0,0,0,10378643.67,286758043
Chr08-anno1.g39476.t1,5035228183,10138146432,90995520,119433746.6,6396273515,1692365567
Chr08-anno1.g39494.t1,0,131600734.5,3068437080,1474313516,22645626067,1042845938
Chr08-anno2.g1047.t1,92998138.95,183740391.2,0,0,0,0
Chr08-anno2.g1061.t1,0,0,0,0,0,76565330.75
Chr08-anno2.g1181.t1,0,0,1488382912,45809501.64,0,0
Chr08-anno2.g1187.t1,0,0,1429060432,2548649126,0,117078408.8
Chr08-anno2.g1277.t1,120445865.8,519467306.5,151663464,0,496238387.9,0
Chr08-anno2.g1326.t1,0,0,50693180,0,1891071749,5758213981
Chr08-anno2.g2005.t1,6186989942,1307753488,464647668,0,4260699067,6877486135
